system.memory.used.pct,scenario,type,timestamp,anomaly
0.914,0,0,2018-01-01 00:20:20,0
0.9144,0,0,2018-01-01 00:20:30,0
0.9143,0,0,2018-01-01 00:20:40,0
0.9143,0,0,2018-01-01 00:20:50,0
0.9147,0,0,2018-01-01 00:21:00,0
0.9152,0,0,2018-01-01 00:21:10,0
0.9152,0,0,2018-01-01 00:21:20,0
0.9154,0,0,2018-01-01 00:21:30,0
0.9155,0,0,2018-01-01 00:21:40,0
0.9155,0,0,2018-01-01 00:21:50,0
0.9159,0,0,2018-01-01 00:22:00,0
0.9161,0,0,2018-01-01 00:22:10,0
0.9161,0,0,2018-01-01 00:22:20,0
0.9165,0,0,2018-01-01 00:22:30,0
0.9167,0,0,2018-01-01 00:22:40,0
0.9167,0,0,2018-01-01 00:22:50,0
0.917,0,0,2018-01-01 00:23:00,0
0.9177,0,0,2018-01-01 00:23:10,0
0.9177,0,0,2018-01-01 00:23:20,0
0.9182,0,0,2018-01-01 00:23:30,0
0.9186,0,0,2018-01-01 00:23:40,0
0.9187,0,0,2018-01-01 00:23:50,0
0.9191,0,0,2018-01-01 00:24:00,0
0.9196,0,0,2018-01-01 00:24:10,0
0.9195,0,0,2018-01-01 00:24:20,0
0.9199,0,0,2018-01-01 00:24:30,0
0.9199,0,0,2018-01-01 00:24:40,0
0.9211,0,0,2018-01-01 00:24:50,0
0.9214,0,0,2018-01-01 00:25:00,0
0.9216,0,0,2018-01-01 00:25:10,0
0.9222,0,0,2018-01-01 00:25:20,0
0.9226,0,0,2018-01-01 00:25:30,0
0.9226,0,0,2018-01-01 00:25:40,0
0.9228,0,0,2018-01-01 00:25:50,0
0.9231,0,0,2018-01-01 00:26:00,0
0.9232,0,0,2018-01-01 00:26:10,0
0.9232,0,0,2018-01-01 00:26:20,0
0.9236,0,0,2018-01-01 00:26:30,0
0.9236,0,0,2018-01-01 00:26:40,0
0.9235,0,0,2018-01-01 00:26:50,0
0.924,0,0,2018-01-01 00:27:00,0
0.9243,0,0,2018-01-01 00:27:10,0
0.9243,0,0,2018-01-01 00:27:20,0
0.9246,0,0,2018-01-01 00:27:30,0
0.9245,0,0,2018-01-01 00:27:40,0
0.9245,0,0,2018-01-01 00:27:50,0
0.925,0,0,2018-01-01 00:28:00,0
0.9251,0,0,2018-01-01 00:28:10,0
0.9251,0,0,2018-01-01 00:28:20,0
0.9255,0,0,2018-01-01 00:28:30,0
0.9256,0,0,2018-01-01 00:28:40,0
0.9256,0,0,2018-01-01 00:28:50,0
0.926,0,0,2018-01-01 00:29:00,0
0.9263,0,0,2018-01-01 00:29:10,0
0.9263,0,0,2018-01-01 00:29:20,0
0.9268,0,0,2018-01-01 00:29:30,0
0.9269,0,0,2018-01-01 00:29:40,0
0.9271,0,0,2018-01-01 00:29:50,0
0.9273,0,0,2018-01-01 00:30:00,0
0.9274,0,0,2018-01-01 00:30:10,0
0.9327,0,0,2018-01-01 00:30:20,0
0.9332,0,0,2018-01-01 00:30:30,0
0.9348,0,0,2018-01-01 00:30:40,0
0.9382,0,0,2018-01-01 00:30:50,0
0.944,0,0,2018-01-01 00:31:00,0
0.9444,0,0,2018-01-01 00:31:10,0
0.9454,0,0,2018-01-01 00:31:20,0
0.9459,0,0,2018-01-01 00:31:30,0
0.946,0,0,2018-01-01 00:31:40,0
0.9466,0,0,2018-01-01 00:31:50,0
0.9467,0,0,2018-01-01 00:32:00,0
0.9469,0,0,2018-01-01 00:32:10,0
0.9469,0,0,2018-01-01 00:32:20,0
0.9487,0,0,2018-01-01 00:32:30,0
0.949,0,0,2018-01-01 00:32:40,0
0.9501,0,0,2018-01-01 00:32:50,0
0.9504,0,0,2018-01-01 00:33:00,0
0.9506,0,0,2018-01-01 00:33:10,0
0.9509,0,0,2018-01-01 00:33:20,0
0.9512,0,0,2018-01-01 00:33:30,0
0.9513,0,0,2018-01-01 00:33:40,0
0.9498,0,0,2018-01-01 00:33:50,0
0.9499,0,0,2018-01-01 00:34:00,0
0.9464,0,0,2018-01-01 00:34:10,0
0.9465,0,0,2018-01-01 00:34:20,0
0.9466,0,0,2018-01-01 00:34:30,0
0.9422,0,0,2018-01-01 00:34:40,0
0.9422,0,0,2018-01-01 00:34:50,0
0.9424,0,0,2018-01-01 00:35:00,0
0.9425,0,0,2018-01-01 00:35:10,0
0.9425,0,0,2018-01-01 00:35:20,0
0.9428,0,0,2018-01-01 00:35:30,0
0.9428,0,0,2018-01-01 00:35:40,0
0.9428,0,0,2018-01-01 00:35:50,0
0.9433,0,0,2018-01-01 00:36:00,0
0.9435,0,0,2018-01-01 00:36:10,0
0.9435,0,0,2018-01-01 00:36:20,0
0.9438,0,0,2018-01-01 00:36:30,0
0.9438,0,0,2018-01-01 00:36:40,0
0.9439,0,0,2018-01-01 00:36:50,0
0.9443,0,0,2018-01-01 00:37:00,0
0.9446,0,0,2018-01-01 00:37:10,0
0.9446,0,0,2018-01-01 00:37:20,0
0.9452,0,0,2018-01-01 00:37:30,0
0.9452,0,0,2018-01-01 00:37:40,0
0.9452,0,0,2018-01-01 00:37:50,0
0.9458,0,0,2018-01-01 00:38:00,0
0.946,0,0,2018-01-01 00:38:10,0
0.946,0,0,2018-01-01 00:38:20,0
0.9465,0,0,2018-01-01 00:38:30,0
0.9466,0,0,2018-01-01 00:38:40,0
0.9466,0,0,2018-01-01 00:38:50,0
0.9475,0,0,2018-01-01 00:39:00,0
0.9475,0,0,2018-01-01 00:39:10,0
0.9475,0,0,2018-01-01 00:39:20,0
0.9481,0,0,2018-01-01 00:39:30,0
0.9481,0,0,2018-01-01 00:39:40,0
0.9481,0,0,2018-01-01 00:39:50,0
0.9492,0,0,2018-01-01 00:40:00,0
0.9495,0,0,2018-01-01 00:40:10,0
0.9494,0,0,2018-01-01 00:40:20,0
0.9496,0,0,2018-01-01 00:40:30,0
0.9509,0,0,2018-01-01 00:40:40,0
0.9509,0,0,2018-01-01 00:40:50,0
0.9512,0,0,2018-01-01 00:41:00,0
0.9515,0,0,2018-01-01 00:41:10,0
0.9515,0,0,2018-01-01 00:41:20,0
0.952,0,0,2018-01-01 00:41:30,0
0.952,0,0,2018-01-01 00:41:40,0
0.952,0,0,2018-01-01 00:41:50,0
0.9522,0,0,2018-01-01 00:42:00,0
0.9525,0,0,2018-01-01 00:42:10,0
0.9525,0,0,2018-01-01 00:42:20,0
0.9528,0,0,2018-01-01 00:42:30,0
0.9529,0,0,2018-01-01 00:42:40,0
0.9529,0,0,2018-01-01 00:42:50,0
0.9532,0,0,2018-01-01 00:43:00,0
0.9534,0,0,2018-01-01 00:43:10,0
0.9533,0,0,2018-01-01 00:43:20,0
0.9538,0,0,2018-01-01 00:43:30,0
0.9539,0,0,2018-01-01 00:43:40,0
0.9538,0,0,2018-01-01 00:43:50,0
0.9542,0,0,2018-01-01 00:44:00,0
0.9545,0,0,2018-01-01 00:44:10,0
0.9545,0,0,2018-01-01 00:44:20,0
0.955,0,0,2018-01-01 00:44:30,0
0.9549,0,0,2018-01-01 00:44:40,0
0.955,0,0,2018-01-01 00:44:50,0
0.9553,0,0,2018-01-01 00:45:00,0
0.9554,0,0,2018-01-01 00:45:10,0
0.9554,0,0,2018-01-01 00:45:20,0
0.9557,0,0,2018-01-01 00:45:30,0
0.9558,0,0,2018-01-01 00:45:40,0
0.9602,0,0,2018-01-01 00:45:50,0
0.9623,0,0,2018-01-01 00:46:00,0
0.9663,0,0,2018-01-01 00:46:10,0
0.9664,0,0,2018-01-01 00:46:20,0
0.9675,0,0,2018-01-01 00:46:30,0
0.9676,0,0,2018-01-01 00:46:40,0
0.9674,0,0,2018-01-01 00:46:50,0
0.968,0,0,2018-01-01 00:47:00,0
0.9684,0,0,2018-01-01 00:47:10,0
0.9712,0,0,2018-01-01 00:47:20,0
0.9717,0,0,2018-01-01 00:47:30,0
0.9718,0,0,2018-01-01 00:47:40,0
0.9729,0,0,2018-01-01 00:47:50,0
0.9733,0,0,2018-01-01 00:48:00,0
0.971,0,0,2018-01-01 00:48:10,0
0.9717,0,0,2018-01-01 00:48:20,0
0.9721,0,0,2018-01-01 00:48:30,0
0.9722,0,0,2018-01-01 00:48:40,0
0.9723,0,0,2018-01-01 00:48:50,0
0.9726,0,0,2018-01-01 00:49:00,0
0.973,0,0,2018-01-01 00:49:10,0
0.9697,0,0,2018-01-01 00:49:20,0
0.9707,0,0,2018-01-01 00:49:30,0
0.9708,0,0,2018-01-01 00:49:40,0
0.9697,0,0,2018-01-01 00:49:50,0
0.9698,0,0,2018-01-01 00:50:00,0
0.9699,0,0,2018-01-01 00:50:10,0
0.9699,0,0,2018-01-01 00:50:20,0
0.9645,0,0,2018-01-01 00:50:30,0
0.9645,0,0,2018-01-01 00:50:40,0
0.9646,0,0,2018-01-01 00:50:50,0
0.9646,0,0,2018-01-01 00:51:00,0
0.9648,0,0,2018-01-01 00:51:10,0
0.9648,0,0,2018-01-01 00:51:20,0
0.9652,0,0,2018-01-01 00:51:30,0
0.9652,0,0,2018-01-01 00:51:40,0
0.9652,0,0,2018-01-01 00:51:50,0
0.9655,0,0,2018-01-01 00:52:00,0
0.966,0,0,2018-01-01 00:52:10,0
0.9659,0,0,2018-01-01 00:52:20,0
0.9663,0,0,2018-01-01 00:52:30,0
0.9662,0,0,2018-01-01 00:52:40,0
0.9663,0,0,2018-01-01 00:52:50,0
0.9668,0,0,2018-01-01 00:53:00,0
0.9669,0,0,2018-01-01 00:53:10,0
0.967,0,0,2018-01-01 00:53:20,0
0.9677,0,0,2018-01-01 00:53:30,0
0.9678,0,0,2018-01-01 00:53:40,0
0.9677,0,0,2018-01-01 00:53:50,0
0.9684,0,0,2018-01-01 00:54:00,0
0.9685,0,0,2018-01-01 00:54:10,0
0.9684,0,0,2018-01-01 00:54:20,0
0.9691,0,0,2018-01-01 00:54:30,0
0.9692,0,0,2018-01-01 00:54:40,0
0.9691,0,0,2018-01-01 00:54:50,0
0.9698,0,0,2018-01-01 00:55:00,0
0.97,0,0,2018-01-01 00:55:10,0
0.97,0,0,2018-01-01 00:55:20,0
0.9704,0,0,2018-01-01 00:55:30,0
0.9705,0,0,2018-01-01 00:55:40,0
0.9705,0,0,2018-01-01 00:55:50,0
0.9713,0,0,2018-01-01 00:56:00,0
0.9715,0,0,2018-01-01 00:56:10,0
0.9715,0,0,2018-01-01 00:56:20,0
0.9721,0,0,2018-01-01 00:56:30,0
0.9721,0,0,2018-01-01 00:56:40,0
0.9721,0,0,2018-01-01 00:56:50,0
0.9739,0,0,2018-01-01 00:57:00,0
0.974,0,0,2018-01-01 00:57:10,0
0.974,0,0,2018-01-01 00:57:20,0
0.9691,0,0,2018-01-01 00:57:30,0
0.9691,0,0,2018-01-01 00:57:40,0
0.9691,0,0,2018-01-01 00:57:50,0
0.9694,0,0,2018-01-01 00:58:00,0
0.9697,0,0,2018-01-01 00:58:10,0
0.9696,0,0,2018-01-01 00:58:20,0
0.97,0,0,2018-01-01 00:58:30,0
0.9701,0,0,2018-01-01 00:58:40,0
0.9733,0,0,2018-01-01 00:58:50,0
0.9737,0,0,2018-01-01 00:59:00,0
0.9739,0,0,2018-01-01 00:59:10,0
0.9739,0,0,2018-01-01 00:59:20,0
0.9698,0,0,2018-01-01 00:59:30,0
0.9697,0,0,2018-01-01 00:59:40,0
0.9634,0,0,2018-01-01 00:59:50,0
0.9635,0,0,2018-01-01 01:00:00,0
0.9636,0,0,2018-01-01 01:00:10,0
0.9634,0,0,2018-01-01 01:00:20,0
0.9636,0,0,2018-01-01 01:00:30,0
0.9636,0,0,2018-01-01 01:00:40,0
0.9637,0,0,2018-01-01 01:00:50,0
0.9641,0,0,2018-01-01 01:01:00,0
0.9642,0,0,2018-01-01 01:01:10,0
0.9674,0,0,2018-01-01 01:01:20,0
0.9679,0,0,2018-01-01 01:01:30,0
0.9697,0,0,2018-01-01 01:01:40,0
0.9715,0,0,2018-01-01 01:01:50,0
0.9721,0,0,2018-01-01 01:02:00,0
0.9723,0,0,2018-01-01 01:02:10,0
0.9722,0,0,2018-01-01 01:02:20,0
0.9725,0,0,2018-01-01 01:02:30,0
0.9727,0,0,2018-01-01 01:02:40,0
0.9728,0,0,2018-01-01 01:02:50,0
0.9731,0,0,2018-01-01 01:03:00,0
0.9733,0,0,2018-01-01 01:03:10,0
0.9732,0,0,2018-01-01 01:03:20,0
0.9736,0,0,2018-01-01 01:03:30,0
0.9738,0,0,2018-01-01 01:03:40,0
0.9705,0,0,2018-01-01 01:03:50,0
0.9707,0,0,2018-01-01 01:04:00,0
0.9709,0,0,2018-01-01 01:04:10,0
0.9712,0,0,2018-01-01 01:04:20,0
0.9715,0,0,2018-01-01 01:04:30,0
0.9717,0,0,2018-01-01 01:04:40,0
0.9714,0,0,2018-01-01 01:04:50,0
0.9714,0,0,2018-01-01 01:05:00,0
0.9703,0,0,2018-01-01 01:05:10,0
0.9703,0,0,2018-01-01 01:05:20,0
0.9704,0,0,2018-01-01 01:05:30,0
0.9704,0,0,2018-01-01 01:05:40,0
0.9672,0,0,2018-01-01 01:05:50,0
0.9673,0,0,2018-01-01 01:06:00,0
0.9655,0,0,2018-01-01 01:06:10,0
0.9654,0,0,2018-01-01 01:06:20,0
0.9656,0,0,2018-01-01 01:06:30,0
0.9655,0,0,2018-01-01 01:06:40,0
0.9655,0,0,2018-01-01 01:06:50,0
0.9658,0,0,2018-01-01 01:07:00,0
0.966,0,0,2018-01-01 01:07:10,0
0.966,0,0,2018-01-01 01:07:20,0
0.9663,0,0,2018-01-01 01:07:30,0
0.9663,0,0,2018-01-01 01:07:40,0
0.9663,0,0,2018-01-01 01:07:50,0
0.9665,0,0,2018-01-01 01:08:00,0
0.9668,0,0,2018-01-01 01:08:10,0
0.9668,0,0,2018-01-01 01:08:20,0
0.967,0,0,2018-01-01 01:08:30,0
0.9669,0,0,2018-01-01 01:08:40,0
0.9669,0,0,2018-01-01 01:08:50,0
0.9673,0,0,2018-01-01 01:09:00,0
0.9675,0,0,2018-01-01 01:09:10,0
0.9674,0,0,2018-01-01 01:09:20,0
0.9677,0,0,2018-01-01 01:09:30,0
0.9678,0,0,2018-01-01 01:09:40,0
0.9678,0,0,2018-01-01 01:09:50,0
0.9682,0,0,2018-01-01 01:10:00,0
0.9684,0,0,2018-01-01 01:10:10,0
0.9684,0,0,2018-01-01 01:10:20,0
0.9686,0,0,2018-01-01 01:10:30,0
0.9686,0,0,2018-01-01 01:10:40,0
0.9686,0,0,2018-01-01 01:10:50,0
0.9688,0,0,2018-01-01 01:11:00,0
0.9689,0,0,2018-01-01 01:11:10,0
0.9689,0,0,2018-01-01 01:11:20,0
0.9693,0,0,2018-01-01 01:11:30,0
0.9694,0,0,2018-01-01 01:11:40,0
0.9694,0,0,2018-01-01 01:11:50,0
0.9696,0,0,2018-01-01 01:12:00,0
0.9697,0,0,2018-01-01 01:12:10,0
0.9697,0,0,2018-01-01 01:12:20,0
0.97,0,0,2018-01-01 01:12:30,0
0.9699,0,0,2018-01-01 01:12:40,0
0.97,0,0,2018-01-01 01:12:50,0
0.9703,0,0,2018-01-01 01:13:00,0
0.9705,0,0,2018-01-01 01:13:10,0
0.9704,0,0,2018-01-01 01:13:20,0
0.9707,0,0,2018-01-01 01:13:30,0
0.9707,0,0,2018-01-01 01:13:40,0
0.9707,0,0,2018-01-01 01:13:50,0
0.9711,0,0,2018-01-01 01:14:00,0
0.9713,0,0,2018-01-01 01:14:10,0
0.9713,0,0,2018-01-01 01:14:20,0
0.9715,0,0,2018-01-01 01:14:30,0
0.9715,0,0,2018-01-01 01:14:40,0
0.9715,0,0,2018-01-01 01:14:50,0
0.9718,0,0,2018-01-01 01:15:00,0
0.972,0,0,2018-01-01 01:15:10,0
0.972,0,0,2018-01-01 01:15:20,0
0.9722,0,0,2018-01-01 01:15:30,0
0.9722,0,0,2018-01-01 01:15:40,0
0.9722,0,0,2018-01-01 01:15:50,0
0.9725,0,0,2018-01-01 01:16:00,0
0.9727,0,0,2018-01-01 01:16:10,0
0.9728,0,0,2018-01-01 01:16:20,0
0.9731,0,0,2018-01-01 01:16:30,0
0.9731,0,0,2018-01-01 01:16:40,0
0.9716,0,0,2018-01-01 01:16:50,0
0.972,0,0,2018-01-01 01:17:00,0
0.9722,0,0,2018-01-01 01:17:10,0
0.9727,0,0,2018-01-01 01:17:20,0
0.9733,0,0,2018-01-01 01:17:30,0
0.9734,0,0,2018-01-01 01:17:40,0
0.9735,0,0,2018-01-01 01:17:50,0
0.9701,0,0,2018-01-01 01:18:00,0
0.9702,0,0,2018-01-01 01:18:10,0
0.9705,0,0,2018-01-01 01:18:20,0
0.971,0,0,2018-01-01 01:18:30,0
0.9711,0,0,2018-01-01 01:18:40,0
0.971,0,0,2018-01-01 01:18:50,0
0.9713,0,0,2018-01-01 01:19:00,0
0.9716,0,0,2018-01-01 01:19:10,0
0.9729,0,0,2018-01-01 01:19:20,0
0.9733,0,0,2018-01-01 01:19:30,0
0.9735,0,0,2018-01-01 01:19:40,0
0.9735,0,0,2018-01-01 01:19:50,0
0.9736,0,0,2018-01-01 01:20:00,0
0.9739,0,0,2018-01-01 01:20:10,0
0.9735,0,0,2018-01-01 01:20:20,0
0.9738,0,0,2018-01-01 01:20:30,0
0.9738,0,0,2018-01-01 01:20:40,0
0.9737,0,0,2018-01-01 01:20:50,0
0.974,0,0,2018-01-01 01:21:00,0
0.974,0,0,2018-01-01 01:21:10,0
0.974,0,0,2018-01-01 01:21:20,0
0.9696,0,0,2018-01-01 01:21:30,0
0.9696,0,0,2018-01-01 01:21:40,0
0.9695,0,0,2018-01-01 01:21:50,0
0.9685,0,0,2018-01-01 01:22:00,0
0.9685,0,0,2018-01-01 01:22:10,0
0.9685,0,0,2018-01-01 01:22:20,0
0.9687,0,0,2018-01-01 01:22:30,0
0.9687,0,0,2018-01-01 01:22:40,0
0.9688,0,0,2018-01-01 01:22:50,0
0.9691,0,0,2018-01-01 01:23:00,0
0.9692,0,0,2018-01-01 01:23:10,0
0.9692,0,0,2018-01-01 01:23:20,0
0.9695,0,0,2018-01-01 01:23:30,0
0.9696,0,0,2018-01-01 01:23:40,0
0.9696,0,0,2018-01-01 01:23:50,0
0.9699,0,0,2018-01-01 01:24:00,0
0.9702,0,0,2018-01-01 01:24:10,0
0.9702,0,0,2018-01-01 01:24:20,0
0.9705,0,0,2018-01-01 01:24:30,0
0.9705,0,0,2018-01-01 01:24:40,0
0.9705,0,0,2018-01-01 01:24:50,0
0.9707,0,0,2018-01-01 01:25:00,0
0.971,0,0,2018-01-01 01:25:10,0
0.971,0,0,2018-01-01 01:25:20,0
0.9712,0,0,2018-01-01 01:25:30,0
0.9712,0,0,2018-01-01 01:25:40,0
0.9712,0,0,2018-01-01 01:25:50,0
0.9715,0,0,2018-01-01 01:26:00,0
0.9716,0,0,2018-01-01 01:26:10,0
0.9717,0,0,2018-01-01 01:26:20,0
0.972,0,0,2018-01-01 01:26:30,0
0.972,0,0,2018-01-01 01:26:40,0
0.972,0,0,2018-01-01 01:26:50,0
0.9723,0,0,2018-01-01 01:27:00,0
0.9723,0,0,2018-01-01 01:27:10,0
0.9724,0,0,2018-01-01 01:27:20,0
0.9726,0,0,2018-01-01 01:27:30,0
0.9726,0,0,2018-01-01 01:27:40,0
0.9726,0,0,2018-01-01 01:27:50,0
0.973,0,0,2018-01-01 01:28:00,0
0.9731,0,0,2018-01-01 01:28:10,0
0.9732,0,0,2018-01-01 01:28:20,0
0.9734,0,0,2018-01-01 01:28:30,0
0.9734,0,0,2018-01-01 01:28:40,0
0.9735,0,0,2018-01-01 01:28:50,0
0.9738,0,0,2018-01-01 01:29:00,0
0.9741,0,0,2018-01-01 01:29:10,0
0.9741,0,0,2018-01-01 01:29:20,0
0.9696,0,0,2018-01-01 01:29:30,0
0.9696,0,0,2018-01-01 01:29:40,0
0.9696,0,0,2018-01-01 01:29:50,0
0.9698,0,0,2018-01-01 01:30:00,0
0.9699,0,0,2018-01-01 01:30:10,0
0.9699,0,0,2018-01-01 01:30:20,0
0.9702,0,0,2018-01-01 01:30:30,0
0.9701,0,0,2018-01-01 01:30:40,0
0.9702,0,0,2018-01-01 01:30:50,0
0.9703,0,0,2018-01-01 01:31:00,0
0.9708,0,0,2018-01-01 01:31:10,0
0.9707,0,0,2018-01-01 01:31:20,0
0.9709,0,0,2018-01-01 01:31:30,0
0.9709,0,0,2018-01-01 01:31:40,0
0.9709,0,0,2018-01-01 01:31:50,0
0.9712,0,0,2018-01-01 01:32:00,0
0.9713,0,0,2018-01-01 01:32:10,0
0.9703,0,0,2018-01-01 01:32:20,0
0.9706,0,0,2018-01-01 01:32:30,0
0.9706,0,0,2018-01-01 01:32:40,0
0.9714,0,0,2018-01-01 01:32:50,0
0.9717,0,0,2018-01-01 01:33:00,0
0.9721,0,0,2018-01-01 01:33:10,0
0.9735,0,0,2018-01-01 01:33:20,0
0.9739,0,0,2018-01-01 01:33:30,0
0.974,0,0,2018-01-01 01:33:40,0
0.974,0,0,2018-01-01 01:33:50,0
0.9698,0,0,2018-01-01 01:34:00,0
0.9699,0,0,2018-01-01 01:34:10,0
0.9699,0,0,2018-01-01 01:34:20,0
0.9701,0,0,2018-01-01 01:34:30,0
0.9702,0,0,2018-01-01 01:34:40,0
0.9721,0,0,2018-01-01 01:34:50,0
0.9724,0,0,2018-01-01 01:35:00,0
0.9728,0,0,2018-01-01 01:35:10,0
0.9728,0,0,2018-01-01 01:35:20,0
0.973,0,0,2018-01-01 01:35:30,0
0.9732,0,0,2018-01-01 01:35:40,0
0.9721,0,0,2018-01-01 01:35:50,0
0.9723,0,0,2018-01-01 01:36:00,0
0.972,0,0,2018-01-01 01:36:10,0
0.972,0,0,2018-01-01 01:36:20,0
0.9722,0,0,2018-01-01 01:36:30,0
0.9723,0,0,2018-01-01 01:36:40,0
0.9723,0,0,2018-01-01 01:36:50,0
0.9698,0,0,2018-01-01 01:37:00,0
